tconst	titleType	originalTitle	isAdult	startYear	runtimeMinutes	genres	averageRating	directors	writers	country
tt1980986	movie	Housefull 2	0	2012	145	Action,Comedy,Drama	5.4	Sajid Khan	Tushar Hiranandani,Sajid Khan,Sajid Nadiadwala,Sajid,Farhad Samji	IN
tt19838608	movie	Babli Bouncer	0	2022	118	Comedy,Drama	6.5	Madhur Bhandarkar	Madhur Bhandarkar,Amit Joshi,Shakeel Shafi Mohammed,Aradhana Sah	IN
tt19838634	movie	Ulajh	0	2024	150	Crime,Drama,Thriller	6.0	Sudhanshu Saria	Parveez Shaikh,Sudhanshu Saria,Atika Chohan	IN
tt1985981	movie	Desi Boyz	0	2011	122	Comedy,Drama,Romance	5.7	Rohit Dhawan	Rohit Dhawan,Renuka Kunzru,Milap Zaveri	IN
tt1986040	movie	Ishkq in Paris	0	2013	95	Comedy,Romance	3.8	Prem Soni	Prem Soni,Raj Verma,Preity G Zinta	IN
tt19864942	movie	Ae Watan Mere Watan	0	2024	133	Biography,Drama,History	4.7	Kannan Iyer	Darab Farooqui,Kannan Iyer	IN
tt1986788	movie	Chal Chalein	0	2009	\N	Drama	6.9	Ujjwal Singh	Vijaya Ramchandrula	IN
tt1992138	movie	Force	0	2011	137	Action,Crime,Drama	6.5	Nishikant Kamat	Ritesh Shah,Gautham Vasudev Menon	IN
tt1999199	movie	Love Kaa Taddka	0	2009	\N	Comedy,Drama	4.9	Rajan Waghdhare,Ahmed Faisal Inam	Amit Aryan,Ashok Patole	IN
tt1999935	movie	Not a Love Story	0	2011	100	Crime,Drama,Thriller	5.2	Ram Gopal Varma	Rohit G. Banawlikar,Galen Rosenthal	IN
tt2006213	movie	Reshma Aur Sultaan	0	2002	82	Action	7.5	S. Kumar	\N	IN
tt2009592	movie	The Blueberry Hunt	0	2016	110	Thriller	5.3	Anup Kurian	Anup Kurian	IN
tt2012576	movie	Bubble Gum	0	2011	116	Drama	7.4	Sanjivan Lal	Rohit Gahlowt,Sanjivan Lal	IN
tt2016845	movie	Aagaah: The Warning	0	2011	\N	Drama,Horror,Thriller	3.8	Karan Razdan	Karan Razdan	IN
tt2016894	movie	Ek Tha Tiger	0	2012	132	Action,Adventure,Drama	5.7	Kabir Khan	Aditya Chopra,Kabir Khan,Neelesh Misra	IN
tt20231804	movie	Haemolymph	1	2022	\N	Adult	\N	\N	\N	IN
tt2023645	movie	Phhir	0	2011	100	Drama,Mystery,Romance	5.2	Girish Dhamija	Vikram Bhatt,Girish Dhamija,Dheeraj Rattan	IN
tt2027138	movie	Kyaa Super Kool Hain Hum	0	2012	136	Comedy	5.0	Sachin Yardi	Sukhmani Sadana,Sachin Yardi	IN
tt20319598	movie	Lakadbaggha	0	2023	129	Action,Comedy,Crime	6.1	Victor Mukherjee	Alok Sharma	IN
tt2032530	movie	Shabri	0	2011	98	Action,Crime,Drama	6.0	Lalit Marathe	Lalit Marathe	IN
tt2033947	movie	Aazaan	0	2011	125	Action,Musical,Thriller	4.4	Prashant Chadha	Prashant Chadha,Heeraz Marfatia,Shubhra Swarup	IN
tt2034011	movie	Hum Tum Shabana	0	2011	126	Comedy,Crime,Drama	3.6	Sagar Ballary	Sagar Ballary,Sharat Katariya,Farahjaan Sheikh	IN
tt2043923	movie	Mod	0	2011	116	Drama,Romance,Thriller	6.4	Nagesh Kukunoor	Nagesh Kukunoor	IN
tt20452454	movie	Binny and Family	0	2024	140	Drama	7.4	Ssanjay Tripaathy	Ssanjay Tripaathy,Naman Tripathy	IN
tt2057441	movie	Mujhse Fraaandship Karoge	0	2011	106	Comedy,Drama,Romance	6.9	Nupur Asthana	Pooja Desai,Anvita Dutt,Rajesh Narasimhan,Ashish Patil	IN
tt2063745	movie	Kya Dilli Kya Lahore	0	2014	98	Drama,History,War	7.3	Vijay Raaz,Arora Karn	Aseem Arrora,Manu Rishi Chadha,Gulzar,Pratham Jolly,Sandeep Sinha	IN
tt2064816	movie	I, Me Aur Main	0	2013	108	Comedy,Drama,Musical	4.7	Kapil Sharma	Devika Bhagat	IN
tt2064849	movie	London Paris New York	0	2012	100	Romance	5.6	Anu Menon	Ritu Bhatia,Anu Menon	IN
tt2064852	movie	Lottery	0	2009	\N	Crime,Drama,Mystery	3.3	Hemant Prabhu	Aadesh K. Arjun,Hemant Prabhu	IN
tt2066062	movie	Shortcut Romeo	0	2013	146	Action,Crime,Drama	3.0	Susi Ganesan	Susi Ganesan,Ilashree Goswami,Ravneet Kaur	IN
tt2072227	movie	Shanghai	0	2012	120	Crime,Drama,Mystery	7.2	Dibakar Banerjee	Vassilis Vassilikos,Urmi Juvekar,Dibakar Banerjee,Madhiyalagan Subbaiah	IN
tt20754156	movie	Tumse Na Ho Payega	0	2023	132	Comedy	7.6	Abhishek Sinha,Shweta Das	Varun Agarwal,Nikhil Mehrotra,Nitesh Tiwari	IN
tt2077833	movie	Rowdy Rathore	0	2012	140	Action,Comedy,Crime	5.8	Prabhu Deva	Vijayendra Prasad,Shiraz Ahmed	IN
tt2082197	movie	Barfi!	0	2012	151	Comedy,Drama,Romance	8.1	Anurag Basu	Anurag Basu,Tani Basu,Sanjeev Dutta	IN
tt20840000	movie	Ardh	0	2022	84	Drama,Romance	7.4	Palaash Muchhal,Rahul Thawait	Palaash Muchhal,Mohd. Saifullah Tauheed	IN
tt20854856	movie	Ishq Vishk Rebound	0	2024	106	Comedy,Drama	5.3	Nipun Dharmadhikari	Vaishali Naik,Vinay Chhawal,Ketan Pedgaonkar,Akarsh Khurana,Nipun Dharmadhikari,Lisha Bajaj	IN
tt20872920	movie	Ishq-e-nadaan	0	2023	155	Drama,Romance	6.5	Avishek Ghosh	Sudeep Nigam	IN
tt2094854	movie	Inkaar	0	2013	125	Drama,Romance,Thriller	6.1	Sudhir Mishra,Jay Dev Banerjee	Sudhir Mishra	IN
tt2100543	movie	Hum Hai Raahi CAR Ke	0	2013	\N	Comedy,Romance	2.6	Jyotin Goel	Jyotin Goel	IN
tt2104937	movie	Miley - Naa Miley - Hum	0	2011	114	Comedy,Drama,Romance	3.5	Tanveer Khan	Tanveer Khan,Girish Dhamija,Jeet Garewal,Nitin Upadhyaya	IN
tt2106537	movie	Matru Ki Bijlee Ka Mandola	0	2013	151	Comedy,Drama	5.5	Vishal Bhardwaj	Vishal Bhardwaj,Abhishek Chaubey	IN
tt2109200	movie	Shakal Pe Mat Ja	0	2011	140	Comedy,Crime,Drama	5.4	Shubh Mukherjee	Shubh Mukherjee	IN
tt21108804	movie	Phule	0	2025	129	Biography	8.1	Ananth Mahadevan	Muazzam Beg,Ananth Mahadevan	IN
tt2112124	movie	Chennai Express	0	2013	141	Action,Comedy,Romance	6.2	Rohit Shetty	K. Subhash,Yunus Sajawal,Robin Bhatt,Farhad Samji,Sajid,Madhiyalagan Subbaiah	IN
tt2112131	movie	Dabangg 2	0	2012	120	Action,Comedy,Crime	4.8	Arbaaz Khan	Dilip Shukla	IN
tt2112978	movie	Jo Hum Chahein	0	2011	\N	Drama,Romance	4.5	Pawan Gill	Pawan Gill,Rashmi Kulkarni	IN
tt21159080	movie	Khwaabon Ka Jhamela	0	2024	113	Drama,Romance	5.4	Danish Aslam	Danish Aslam,Vicky Bahri,Harman Baweja,Arpita Chatterjee,Jonas Chernick	IN
tt21194868	movie	Dhoom Dhaam	0	2025	108	Action,Comedy,Romance	6.4	Rishab Seth	Aarsh Vora,Aditya Dhar,Rishab Seth	IN
tt2122340	movie	Ferrari Ki Sawaari	0	2012	140	Comedy,Drama,Family	6.4	Rajesh Mapuskar	Vidhu Vinod Chopra,Rajesh Mapuskar,Rajkumar Hirani,Ranjeet Bahadur	IN
tt21237108	movie	Judaa Hoke Bhi	0	2022	121	Horror,Thriller	5.2	Vikram Bhatt	Mahesh Bhatt,Shweta Bothra,Aman Puranik,Suhrita Sengupta	IN
tt2126282	movie	Ekk Deewana Tha	0	2012	136	Drama,Romance	6.1	Gautham Vasudev Menon	Manu Rishi Chadha,Meghana Karthik,Gautham Vasudev Menon,Laju Nanwani	IN
tt21279420	movie	Emergency	0	2025	146	Biography,Drama,History	5.2	Kangana Ranaut	Tanvi Kesari Pasumarthy,Kangana Ranaut,Ritesh Shah,Jayant Sinha	IN
tt2130242	movie	Tere Naal Love Ho Gaya	0	2012	130	Comedy,Drama,Romance	5.9	Mandeep Kumar	Abhijeet Sandhu,Dhieyo Sandhu	IN
tt2137241	movie	Rock On 2	0	2016	143	Drama,Music	4.9	Shujaat Saudagar	Abhishek Kapoor,Pubali Chaudhuri,Farhan Akhtar	IN
tt21383812	movie	Crew	0	2024	118	Comedy,Drama	5.8	Rajesh A Krishnan	Nidhi Mehra,Mehul Suri	IN
tt21398196	movie	Siya	0	2022	117	Crime,Drama	7.5	Manish Mundra	Haider Rizvi,Manish Mundra,Samah,Rashmi Somvanshi	IN
tt2140315	movie	Raaz 3: The Third Dimension	0	2012	139	Horror,Romance,Thriller	4.2	Vikram Bhatt	Rishi Azad,Shagufta Rafique	IN
tt21403688	movie	Operation Mayfair	0	2023	116	Crime,Thriller	2.4	Sudipto Sarkar,Jay Hayer	Anthony Khatchaturian,Sudipto Sarkar	IN
tt2140465	movie	Tanu Weds Manu Returns	0	2015	128	Comedy,Drama,Romance	7.6	Aanand L. Rai	Himanshu Sharma	IN
tt2150177	movie	Bhaiaji Superhit	0	2018	139	Action,Comedy,Drama	3.9	Neeraj Pathak	Neeraj Pathak,Aakash Pandey,Raaj Shaandilyaa,Shirish Sharma,Sumit Nijhawan,Vijei Joshi	IN
tt2158633	movie	Married 2 America	0	2012	\N	Thriller	5.6	Dilip Shankar	Rajesh Pandey,Dilip Shankar	IN
tt21613328	movie	Middle Class Love	0	2022	122	Comedy,Drama,Romance	6.1	Ratnaa Sinha	Suraj Gianani,Yash Keswani	IN
tt21626774	movie	Sector 36	0	2024	123	Crime,Drama,Thriller	7.1	Aditya Nimbalkar	Bodhayan Roychaudhury	IN
tt2164702	movie	Zindagi Tere Naam	0	2012	120	Romance	5.0	Asshu Trikha	Sanjay Masoomm	IN
tt2166214	movie	Khiladi 786	0	2012	141	Action,Comedy,Romance	4.4	Ashish R. Mohan	Kushal Ved Bakshi,Bunty Rathore,Himesh Reshammiya	IN
tt2168910	movie	Cocktail	0	2012	146	Comedy,Drama,Romance	6.3	Homi Adajania	Imtiaz Ali,Sajid Ali	IN
tt2171454	movie	Zila Ghaziabad	0	2013	142	Action,Crime,Drama	3.7	Anand Kumar	Vinay Sharma	IN
tt2172071	movie	Student of the Year	0	2012	146	Comedy,Drama,Music	5.3	Karan Johar,Abhishek Varman	Renzil D'Silva,Niranjan Iyengar,Karan Johar	IN
tt2175671	movie	Ghost	0	2012	118	Horror	2.4	Puja Bedi	Puja Bedi	IN
tt2176013	movie	Jab Tak Hai Jaan	0	2012	176	Drama,Romance	6.7	Yash Chopra	Aditya Chopra,Devika Bhagat	IN
tt2178470	movie	Yeh Jawaani Hai Deewani	0	2013	160	Comedy,Drama,Musical	7.3	Ayan Mukerji	Hussain Dalal,Ayan Mukerji	IN
tt2178508	movie	Son of Sardaar	0	2012	141	Action,Comedy	4.3	Ashwani Dhir,Anil Devgan	Robin Bhatt,Shaheen Bhatt,Ashwani Dhir,S.S. Kanchi	IN
tt2181931	movie	English Vinglish	0	2012	134	Comedy,Drama,Family	7.8	Gauri Shinde	Gauri Shinde	IN
tt21836384	movie	Ghudchadi	0	2024	113	Family	4.2	Binoy Gandhi	Deepak Kapur Bhardwaj,Binoy Gandhi	IN
tt2184125	movie	Chaalis Chauraasi	0	2012	120	Comedy,Crime	6.1	Hriday Shetty	Vinay Kamath,Yash Keswani,Vinay	IN
tt21848358	movie	Jogi	0	2022	116	Drama,Thriller	7.1	Ali Abbas Zafar,Jatinkumar Jagdishbhai Patel	Sukhmani Sadana,Ali Abbas Zafar	IN
tt2185084	movie	From Sydney with Love	0	2012	\N	Comedy,Romance	6.3	Prateek Chakravorty	Prateek Chakravorty,Marmabandha Gavhane,Spandan Mishra	IN
tt2186731	movie	Department	0	2012	141	Action,Crime,Thriller	3.2	Ram Gopal Varma	Nilesh Girkar	IN
tt2186933	movie	Luv Shuv Tey Chicken Khurana	0	2012	140	Comedy	6.6	Sameer Sharma	Sumit Batheja,Sameer Sharma	IN
tt2187972	movie	Shirin Farhad Ki Toh Nikal Padi	0	2012	111	Romance	4.5	Bela Segal	Sanjay Leela Bhansali,Vibhu Puri	IN
tt2188749	movie	Gali Gali Chor Hai	0	2012	109	Comedy,Drama	5.2	Rumi Jaffery	Rumi Jaffery,Mumukshu Mudgal	IN
tt2188805	movie	Login	0	2012	125	Drama,Thriller	5.7	Sanjeev Reddy	K K Binojee,Sanjeev Reddy	IN
tt2190820	movie	Charlie Kay Chakkar Mein	0	2015	102	Thriller	4.5	Manish Srivastav	Amit Sial,Manish Srivastav	IN
tt21908676	movie	Neeyat	0	2023	134	Crime,Mystery,Thriller	5.3	Anu Menon	Girvani Dhyani,Advaita Kala,Anu Menon,Kausar Munir,Priya Venkataraman	IN
tt2191164	movie	Station	0	2014	103	Crime,Drama,Thriller	7.6	Saad Khan	Saad Khan	IN
tt2191641	movie	Chaar Din Ki Chandni	0	2012	131	Comedy,Romance	4.1	Samir Karnik	Nishant Hada,Arshad Mumtaz	IN
tt2191721	movie	Jodi Breakers	0	2012	127	Comedy,Musical,Romance	3.7	Ashwini Chaudhary	Ashwini Chaudhary,Aakash Kaushik,Sanyuktha Chawla Shaikh	IN
tt2199711	movie	Vishwaroopam	0	2013	148	Action,Thriller	7.9	Kamal Haasan	H. Banerjee,Kamal Haasan,Atul Tiwari	IN
tt2202086	movie	Ab Tak Chhappan 2	0	2015	106	Action,Crime,Thriller	5.8	Aejaz Gulab	Nilesh Girkar	IN
tt2203308	movie	Aashiqui 2	0	2013	132	Drama,Music,Musical	7.1	Mohit Suri	Shagufta Rafique	IN
tt22033500	movie	Sir Madam Sarpanch	0	2023	104	Comedy,Drama	5.5	Praveen Morchhale	Praveen Morchhale	IN
tt2208248	movie	Machhli Jal Ki Rani Hai	0	2014	120	Horror	2.4	Debaloy Dey	\N	IN
tt22086334	movie	Dream Girl 2	0	2023	134	Comedy,Drama,Romance	5.2	Gauri Joshi,Raaj Shaandilyaa	Naresh Kathooria,Ishrat R. Khan,Raaj Shaandilyaa,Meghraaj Singh	IN
tt22093684	movie	Oye Bhootni Ke	0	2025	149	Comedy,Horror	7.8	Ajay Kailash Yadav	Tanuraj Adhikari,Nitin Raikwar,Abhishek Talented	IN
tt22098270	movie	Ishq Pashmina	0	2022	120	Romance	7.6	Arvind Pandey	Arvind Pandey,Arvind Pandey	IN
tt2211133	movie	Valentine's Night	0	2012	\N	Romance,Thriller	3.2	Baadal,Kirshan Kumar	Baadal,Kirshan Kumar	IN
tt2213054	movie	Kai po che!	0	2013	120	Drama,Sport	7.8	Abhishek Kapoor	Chetan Bhagat,Abhishek Kapoor,Supratik Sen,Pubali Chaudhuri	IN
tt2215163	movie	Issaq	0	2013	148	Drama,Romance	4.4	Manish Tiwary	Pawan Sony,Padmaja Thakore,Manish Tiwary	IN
tt22152120	movie	Operation Valentine	0	2024	133	Action,Drama,Thriller	5.3	Shakti Pratap Singh	Sai Madhav Burra,Aamir Nahid Khan,Siddharth Raj Kumar,Shakti Pratap Singh,Vaibhav Vishal	IN
tt2215477	movie	Goliyon Ki Raasleela Ram-leela	0	2013	150	Drama,Musical,Romance	6.4	Sanjay Leela Bhansali	Sanjay Leela Bhansali,William Shakespeare,Siddharth-Garima,Siddharth Singh,Garima Wahal	IN
tt22188452	movie	Haddi	0	2023	134	Crime,Drama	5.5	Akshat Ajay Sharma	Adamya Bhalla,Akshat Ajay Sharma	IN
tt2222716	movie	Baat Bann Gayi	0	2013	108	Comedy,Romance	5.0	Shuja Ali	Shuja Ali,Akshay Singh	IN
tt2224254	movie	3 Bachelors	0	2012	114	Comedy,Romance	3.3	Ajai Sinha	Raghuvir Shekhawat,Ajai Sinha	IN
tt2224313	movie	Listen... Amaya	0	2013	108	Drama	6.5	Avinash Kumar Singh	Vikas Chandra,Avinash Kumar Singh,Geeta Singh	IN
tt2224317	movie	Lootera	0	2013	136	Drama,Romance	7.4	Vikramaditya Motwane	O. Henry,Bhavani Iyer,Anurag Kashyap,Vikramaditya Motwane,Wajid Shaikh	IN
tt2226666	movie	Jism 2	0	2012	130	Drama,Romance,Thriller	3.1	Pooja Bhatt	Mahesh Bhatt,Shagufta Rafique	IN
tt22297828	movie	Chor Nikal Ke Bhaga	0	2023	110	Crime,Drama,Thriller	7.2	Ajay Singh	Siraj Ahmed,Raj Kumar Gupta,Amar Kaushik,Trishant Srivastava	IN
tt2229842	movie	Table No.21	0	2013	108	Drama,Thriller	7.2	Aditya Datt	Shiirshak S. Anand,Shantanu Ray Chhibber,T. Rafael Cimino,Abhijeet Shirish Deshpande	IN
tt2229848	movie	Chashme Baddoor	0	2013	121	Comedy,Drama	5.4	David Dhawan	David Dhawan,Renuka Kunzru,Sai Paranjpye,Sajid,Farhad Samji	IN
tt2232524	movie	Mere Dost Picture Abhi Baaki Hai	0	2012	180	Comedy	3.7	Rajnish Thakur	Rajnish Thakur	IN
tt2243336	movie	Aalaap	0	2012	116	Sci-Fi	6.3	Manish Manikpuri	Dilip Shukla	IN
tt22457506	movie	Mere Husband Ki Biwi	0	2025	142	Comedy,Romance	4.2	Mudassar Aziz	Mudassar Aziz,Vashu Bhagnani	IN
tt2246724	movie	Ghanchakkar	0	2013	137	Comedy,Crime,Thriller	5.9	Raj Kumar Gupta	Raj Kumar Gupta,Parveez Shaikh	IN
tt2251552	movie	Challo Driver	0	2012	95	Comedy	5.8	Vickrant Mahajan	Vickrant Mahajan	IN
tt2253708	movie	Future to Bright Hai Ji	0	2012	180	Drama	6.1	Sanjay Amar	Sanjay Amar,Hari Mehrotra	IN
tt22543124	movie	Kuch Khattaa Ho Jaay	0	2024	125	Comedy	5.3	Ashok G.	Raj Saluja,Niket Pandey,Vijay Pal Singh,Shobhit Sinha	IN
tt22543484	movie	Manihar	0	2024	\N	Comedy	\N	Sanjeev Kumar Rajput	Sanjeev Kumar Rajput	IN
tt2255934	movie	Aiyyaa	0	2012	152	Comedy,Romance	4.4	Sachin Kundalkar	Sachin Kundalkar	IN
tt2256514	movie	Rush	0	2012	110	Crime,Drama,Thriller	3.9	Priyanka Desai,Shamin Desai	Priyanka Desai,Shamin Desai,Sanjay Masoomm	IN
tt2265191	movie	Bumboo	0	2012	126	Comedy	4.3	Jagdish Rajpurohit	Kavin Dave,Jagdish Rajpurohit	IN
tt22743064	movie	Yaariyan 2	0	2023	148	Comedy,Drama,Musical	5.0	Radhika Rao,Vinay Sapru	Muhammad Asif Ali,Radhika Rao,Vinay Sapru	IN
tt2275794	movie	Gori Tere Pyaar Mein!	0	2013	150	Comedy,Drama,Romance	4.9	Punit Malhotra	Punit Malhotra,Arshad Syed	IN
tt2275802	movie	Satyagraha	0	2013	152	Drama	5.9	Prakash Jha	Prakash Jha,Anjum Rajabali	IN
tt2278422	movie	Kamaal Dhamaal Malamaal	0	2012	148	Comedy,Drama	4.3	Priyadarshan	\N	IN
tt2283748	movie	OMG: Oh My God!	0	2012	125	Comedy,Drama,Fantasy	8.1	Umesh Shukla	Alok Jha,Saumya Joshi,Bhavesh Mandalia,Pranay Vivek Patil,Umesh Shukla	IN
tt2283894	movie	Riyasat	0	2014	80	Action,Crime	6.4	Ashok Tyagi	\N	IN
tt22892546	movie	Akelli	0	2023	127	Action,Drama,Thriller	6.0	Pranay Meshram	Mohit Jain,Pranay Meshram,Gunjan Saxena,Ayush Tiwari	IN
tt2292625	movie	Chakravyuh	0	2012	152	Action,Drama,Thriller	6.8	Prakash Jha	Prakash Jha,Sagar Pandya,Anjum Rajabali,A.M. Turaz	IN
tt22932536	movie	Aazam	0	2023	120	Crime,Drama,Mystery	6.1	Shravan Tiwari	Shravan Tiwari	IN
tt2294685	movie	Jeena Hai Toh Thok Daal	0	2012	123	Drama	5.4	Manish Vatssalya	Saurabh Choudhary,Manish Vatssalya	IN
tt2301155	movie	Shootout at Wadala	0	2013	155	Action,Biography,Crime	6.0	Sanjay Gupta	Sanjay M Bhatia,Abhijeet Shirish Deshpande,Sanjay Gupta,Athar Nawaaz,Hussain Zaidi,Milap Zaveri	IN
tt23036080	movie	Thank You for Coming	0	2023	119	Comedy	4.1	Karan Boolani	Radhika Anand,Prashasti Singh	IN
tt2304475	movie	Akkad Bakkad Bam Be Bo	0	2012	\N	Action	7.0	Dweep Raj Kochhar,Ramesh Pandey	Dweep Raj Kochhar	IN
tt2308773	movie	Ishaqzaade	0	2012	120	Action,Drama,Romance	6.5	Habib Faisal	Aditya Chopra,Habib Faisal	IN
tt2308829	movie	Milta Hai Chance by Chance	0	2011	87	Comedy	6.6	Ramesh Modi	\N	IN
tt2309764	movie	Singham Returns	0	2014	142	Action,Crime,Drama	5.7	Rohit Shetty	Rohit Shetty,Yunus Sajawal,Farhad Samji,Sajid	IN
tt2309987	movie	Hate Story	0	2012	140	Drama,Thriller	5.3	Vivek Agnihotri	Vikram Bhatt,Rohit Malhotra	IN
tt2316411	movie	Enemy	0	2013	91	Drama,Mystery,Thriller	6.9	Denis Villeneuve	José Saramago,Javier Gullón	IN
tt2317103	movie	Sons of Ram	0	2012	85	Animation,Drama,Family	7.1	Kushal Ruia	Kushal Ruia,Vivek Kumar,Anant Pai,Divya Chandel,Arnab Kanti Mishra	IN
tt2317337	movie	Vicky Donor	0	2012	126	Comedy,Romance	7.7	Shoojit Sircar	Juhi Chaturvedi	IN
tt2318401	movie	Bandook	0	2013	132	Crime,Thriller	5.8	Aditya Om	Aditya Om	IN
tt2319889	movie	Jannat 2	0	2012	150	Crime,Drama,Thriller	6.3	Kunal Deshmukh	Kapil Chopra,Sanjay Masoomm	IN
tt2321163	movie	ABCD (Any Body Can Dance)	0	2013	160	Drama,Music	6.3	Remo D'Souza	Amit Aryan,Remo D'Souza,Tushar Hiranandani,Mayur Puri,Bhanu Pratap Singh	IN
tt2321492	movie	Krishna Aur Kans	0	2012	117	Action,Adventure,Animation	6.9	Vikram Veturi	Kamlesh Pandey,H. Banerjee,Dhrubo Banerjee,Bhaskar Mani	IN
tt23220552	movie	Badass Ravi Kumar	0	2025	146	Action,Comedy,Musical	6.9	Keith Gomes	Kushal Ved Bakshi,Bunty Rathore,Himesh Reshammiya	IN
tt2323964	movie	Mere Dad Ki Maruti	0	2013	101	Comedy,Drama,Romance	6.4	Ashima Chibber	Ashima Chibber,Pooja Desai,Ishita Moitra,Neeraj Udhwani	IN
tt2327389	movie	Life Ki Toh Lag Gayi	0	2012	155	Comedy	5.2	Rakesh Mehta	Rakesh Mehta	IN
tt2337292	movie	Chor Chor Super Chor	0	2013	99	Comedy,Drama,Thriller	6.5	Rajesh. K.,Mukesh Kumar	Rajesh. K.,Ani Thomas,Radhakrishnan Cherpu,Alok Chaturvedi	IN
tt2338151	movie	PK	0	2014	153	Comedy,Drama,Sci-Fi	8.1	Rajkumar Hirani	Rajkumar Hirani,Abhijat Joshi	IN
tt2339549	movie	Maximum	0	2012	110	Action,Crime,Drama	4.7	Kabeer Kaushik	Kabeer Kaushik	IN
tt2341766	movie	Nautanki Saala!	0	2013	119	Comedy,Drama,Romance	5.8	Rohan Sippy	Benoît Graffin,Pierre Salvadori,Nipun Dharmadhikari,Rohan Sippy,Charudutt Acharya	IN
tt2343417	movie	Chhodo Kal Ki Baatein	0	2012	\N	Comedy,Drama,Family	7.4	Pramod Joshi	Pramod Joshi,Raz Kazi	IN
tt2344678	movie	Himmatwala	0	2013	150	Action,Comedy,Drama	1.8	Sajid Khan	K. Raghavendra Rao,Sajid Khan,Farhad Samji,Sajid	IN
tt2346744	movie	Cigarette Ki Tarah	0	2012	107	Drama,Romance,Thriller	4.6	Akashaditya Lama	Pradip Atluri,KamlshGupt,Bobby Khan	IN
tt2347289	movie	Bittoo Boss	0	2012	116	Romance	4.1	Supavitra Babul	Supavitra Babul,Gautam Mehra	IN
tt23475174	movie	Sarfira	0	2024	155	Drama	6.9	Sudha Kongara	Sudha Kongara,Pooja Tolani,Shalini Ushadevi	IN
tt2350496	movie	The Lunchbox	0	2013	104	Drama,Romance	7.8	Ritesh Batra	Ritesh Batra,Vasan Bala	IN
tt2353775	movie	Ab Hoga Dharna Unlimited	0	2012	78	Comedy	3.4	Deepak Tanwar	Navin Batra,Imtiyaz Qureshi	IN
tt2354407	movie	Teri Meri Kahaani	0	2012	117	Comedy,Drama,Romance	4.9	Kunal Kohli	Surabhi Bhatnagar,Robin Bhatt,Kunal Kohli	IN
tt23554840	movie	The Vaccine War	0	2023	161	Drama,Thriller	7.1	Vivek Agnihotri	Vivek Agnihotri	IN
tt2356180	movie	Bhaag Milkha Bhaag	0	2013	186	Biography,Drama,Sport	8.2	Rakeysh Omprakash Mehra	Prasoon Joshi	IN
tt2356959	movie	Ajab Gazabb Love	0	2012	116	Comedy,Romance	4.4	Sanjay Gadhvi	Anvita Dutt,Mayur Puri,G. Nageswara Reddy	IN
tt2357489	movie	Zanjeer	0	2013	137	Action,Drama	3.4	Apoorva Lakhia	Salim Khan,Javed Akhtar,Apoorva Lakhia,Chintan Gandhi,Suresh Nair	IN
tt2357926	movie	Ramaiya Vastavaiya	0	2013	148	Action,Comedy,Drama	5.8	Prabhu Deva	Shiraz Ahmed,Veeru Potla	IN
tt2358412	movie	David	0	2013	155	Action,Comedy,Crime	6.2	Bejoy Nambiar	Abhijeet Shirish Deshpande,Bejoy Nambiar,Natasha Sahgal,Tariq Naved Siddiqui	IN
tt2359810	movie	Raanjhanaa	0	2013	140	Drama,Romance	7.6	Aanand L. Rai	John Mahendran,Himanshu Sharma	IN
tt2367056	movie	Chal Pichchur Banate Hain	0	2012	115	Comedy,Drama	6.3	Pritish Chakraborty	Pritish Chakraborty	IN
tt23709962	movie	Patna Shukla	0	2024	125	Drama	5.6	Vivek Budakoti,Rajendra Tiwari	Sameer Arora,Vivek Budakoti	IN
tt2372222	movie	Kick	0	2014	146	Action,Comedy,Crime	5.9	Sajid Nadiadwala	Vakkantham Vamsi,Rajat Arora,Keith Gomes,Sajid Nadiadwala,Chetan Bhagat	IN
tt2372678	movie	2 States	0	2014	149	Comedy,Drama,Romance	6.9	Abhishek Varman	Chetan Bhagat,Abhishek Varman,Hussain Dalal	IN
tt2375567	movie	Super Model	0	2013	83	Drama,Mystery,Romance	1.9	Navin Batra	Navin Batra,Imtiyaz Qureshi	IN
tt2378057	movie	?: A Question Mark	0	2012	82	Horror,Mystery,Thriller	5.8	Allyson Patel,Yash Dave	Yash Dave,Allison Patel,Allyson Patel	IN
tt23790740	movie	Srikanth	0	2024	134	Biography,Drama	7.4	Tushar Hiranandani	K K Binojee,Sumit Purohit,Jagdeep Sidhu	IN
tt23846874	movie	Sajini Shinde Ka Viral Video	0	2023	116	Crime,Mystery,Thriller	6.2	Mikhil Musale,Javed Karim	Anu Singh Choudhary,Parinda Joshi,Mikhil Musale,Kshitij Patwardhan,Skshitij Patwardhan	IN
tt23849204	movie	12th Fail	0	2023	147	Biography,Drama	8.7	Vidhu Vinod Chopra	Vidhu Vinod Chopra,Jaskunwar Kohli,Anurag Pathak,Aayush Saxena	IN
tt2385104	movie	D-Day	0	2013	153	Action,Thriller	7.2	Nikkhil Advani	Nikkhil Advani,Ritesh Shah,Suresh Nair,Niranjan Iyengar	IN
tt23864864	movie	Joram	0	2023	119	Action,Adventure,Crime	6.6	Devashish Makhija	Devashish Makhija	IN
tt23865712	movie	Kadak Singh	0	2023	128	Drama,Thriller	6.2	Aniruddha Roy Chowdhury	Aniruddha Roy Chowdhury,Viraf Sarkari,Ritesh Shah	IN
